ano,mes,data,regiao,uf,cidade,canal_venda,categoria,produto,quantidade,preco_unitario,faturamento,custo,lucro,prazo_entrega,avaliacao_cliente
2016,6,2016-06-01,Nordeste,MA,São Luís,Marketplace,Esporte,Produto A,29,647.26,18770.53,11427.56,5286.85,7.2,2.82
2016,6,2016-06-01,Nordeste,PB,João Pessoa,Marketplace,Livros,Produto D,22,2126.16,46775.53,27852.47,12457.01,13.0,3.66
2016,6,2016-06-01,Centro-Oeste,DF,Brasília,Aplicativo,Livros,Produto C,6,2223.99,13343.96,9401.9,3214.89,14.1,3.26
2016,6,2016-06-01,Centro-Oeste,GO,Goiânia,Marketplace,Eletrônicos,Produto C,19,796.97,15142.48,11754.05,5051.27,8.6,4.15
2016,6,2016-06-01,Centro-Oeste,GO,Aparecida de Goiânia,Site próprio,Esporte,Produto A,29,1678.74,48683.57,37117.14,18802.18,9.3,4.7
2016,6,2016-06-01,Centro-Oeste,MT,Cuiabá,Site próprio,Moda,Produto B,17,1935.15,32897.53,23347.96,11844.65,3.0,4.53
2016,6,2016-06-01,Centro-Oeste,MS,Campo Grande,Aplicativo,Eletrônicos,Produto D,28,949.44,26584.19,15108.76,9106.97,4.0,3.86
2016,6,2016-06-01,Sudeste,SP,São Paulo,Aplicativo,Casa,Produto D,25,420.08,10502.01,7773.2,4246.08,2.9,4.23
2016,6,2016-06-01,Sudeste,SP,Campinas,Marketplace,Beleza,Produto D,8,1925.01,15400.1,9915.81,2821.48,7.4,2.98
2016,6,2016-06-01,Sudeste,SP,Ribeirão Preto,Marketplace,Beleza,Produto C,7,489.43,3426.01,2078.2,1102.68,10.7,4.66
2016,6,2016-06-01,Sudeste,RJ,Rio de Janeiro,Marketplace,Eletrônicos,Produto B,17,932.41,15850.94,12349.57,5955.11,11.8,3.56
2016,6,2016-06-01,Sudeste,RJ,Niterói,Aplicativo,Livros,Produto B,7,1690.52,11833.65,7726.49,4718.49,4.5,4.3
2016,6,2016-06-01,Sudeste,RJ,Nova Iguaçu,Site próprio,Esporte,Produto A,26,733.29,19065.6,11394.64,5102.3,7.7,4.03
2016,6,2016-06-01,Sudeste,RJ,Petrópolis,Site próprio,Esporte,Produto D,18,2228.6,40114.87,27900.29,12930.4,9.4,4.47
2016,6,2016-06-01,Sudeste,MG,Belo Horizonte,Aplicativo,Eletrônicos,Produto C,27,1967.16,53113.23,39808.34,10326.6,6.9,4.76
2016,6,2016-06-01,Sudeste,MG,Uberlândia,Aplicativo,Esporte,Produto A,25,450.2,11255.06,8177.97,2949.47,12.9,4.08
2016,6,2016-06-01,Sudeste,MG,Juiz de Fora,Marketplace,Eletrônicos,Produto D,14,1616.81,22635.27,16629.67,8657.59,2.5,4.55
2016,6,2016-06-01,Sudeste,ES,Vitória,Site próprio,Beleza,Produto A,11,588.8,6476.85,3710.51,1543.43,7.7,3.8
2016,6,2016-06-01,Sudeste,ES,Vila Velha,Marketplace,Casa,Produto D,8,1583.13,12665.04,7886.07,5542.11,10.6,3.24
2016,6,2016-06-01,Sudeste,ES,Serra,Marketplace,Eletrônicos,Produto D,13,598.4,7779.21,5621.12,1713.64,14.6,4.37
2016,6,2016-06-01,Sul,PR,Curitiba,Site próprio,Moda,Produto B,17,1595.55,27124.27,19144.64,7891.43,5.7,3.33
2016,6,2016-06-01,Sul,PR,Londrina,Marketplace,Esporte,Produto B,24,1195.55,28693.19,16473.28,7857.74,13.0,4.11
2016,6,2016-06-01,Sul,SC,Florianópolis,Site próprio,Eletrônicos,Produto D,17,1731.28,29431.76,23501.17,6762.63,5.1,4.23
2016,6,2016-06-01,Sul,SC,Joinville,Aplicativo,Moda,Produto B,7,2348.32,16438.27,12972.35,6303.0,14.2,4.37
2016,6,2016-06-01,Sul,RS,Porto Alegre,Aplicativo,Esporte,Produto D,28,789.08,22094.21,15351.68,8454.24,6.8,3.4
2016,6,2016-06-01,Sul,RS,Caxias do Sul,Site próprio,Livros,Produto B,24,2418.95,58054.76,32013.72,25735.82,8.7,3.09
2016,7,2016-07-01,Norte,AM,Manaus,Marketplace,Livros,Produto B,26,1243.48,32330.36,24709.39,12146.49,4.0,4.09
2016,7,2016-07-01,Norte,PA,Belém,Marketplace,Moda,Produto D,15,1574.57,23618.58,15316.51,5951.58,5.9,4.09
2016,7,2016-07-01,Norte,PA,Santarém,Aplicativo,Casa,Produto B,29,679.97,19719.2,13798.54,3892.19,12.3,3.7
2016,7,2016-07-01,Norte,RO,Porto Velho,Aplicativo,Livros,Produto A,27,723.35,19530.34,15086.66,5312.83,12.5,4.92
2016,7,2016-07-01,Norte,TO,Palmas,Site próprio,Beleza,Produto D,11,488.55,5374.07,3166.95,1794.22,4.8,3.76
2016,7,2016-07-01,Nordeste,BA,Salvador,Marketplace,Moda,Produto B,11,1652.39,18176.31,10509.26,5047.35,8.8,3.33
2016,7,2016-07-01,Nordeste,BA,Feira de Santana,Marketplace,Casa,Produto B,15,2499.13,37486.94,27050.72,14931.18,12.4,3.95
2016,7,2016-07-01,Nordeste,PE,Recife,Aplicativo,Beleza,Produto B,5,2357.54,11787.68,8091.98,3911.77,6.8,3.83
2016,7,2016-07-01,Nordeste,PE,Jaboatão dos Guararapes,Aplicativo,Beleza,Produto A,19,693.91,13184.27,7734.96,4907.61,5.5,4.61
2016,7,2016-07-01,Nordeste,CE,Fortaleza,Aplicativo,Eletrônicos,Produto C,21,1437.21,30181.42,23027.63,10544.4,13.0,3.67
2016,7,2016-07-01,Nordeste,CE,Juazeiro do Norte,Aplicativo,Moda,Produto C,6,2195.13,13170.78,10273.57,3273.6,4.9,4.65
2016,7,2016-07-01,Nordeste,MA,São Luís,Site próprio,Moda,Produto B,16,360.96,5775.34,4544.06,2207.78,2.1,4.91
2016,7,2016-07-01,Nordeste,PB,João Pessoa,Aplicativo,Eletrônicos,Produto C,28,2398.36,67154.18,39835.48,15001.5,9.3,3.09
2016,7,2016-07-01,Centro-Oeste,DF,Brasília,Site próprio,Casa,Produto B,13,300.3,3903.89,2586.05,1008.11,13.9,3.0
2016,7,2016-07-01,Centro-Oeste,GO,Goiânia,Aplicativo,Casa,Produto D,17,410.05,6970.79,4017.98,1384.51,12.2,3.23
2016,7,2016-07-01,Centro-Oeste,GO,Aparecida de Goiânia,Site próprio,Esporte,Produto C,25,855.51,21387.75,16336.9,8569.31,10.6,4.69
2016,7,2016-07-01,Centro-Oeste,MT,Cuiabá,Marketplace,Beleza,Produto C,15,1766.76,26501.36,15489.41,6339.99,5.5,3.74
2016,7,2016-07-01,Centro-Oeste,MS,Campo Grande,Marketplace,Casa,Produto D,26,1894.33,49252.52,33857.13,13091.45,14.0,3.43
2016,7,2016-07-01,Sudeste,SP,São Paulo,Aplicativo,Beleza,Produto B,29,2247.52,65178.07,42541.32,17259.09,7.1,4.65
2016,7,2016-07-01,Sudeste,SP,Campinas,Site próprio,Livros,Produto B,13,1234.46,16048.02,9535.54,3935.11,6.4,4.81
2016,7,2016-07-01,Sudeste,SP,Ribeirão Preto,Site próprio,Eletrônicos,Produto A,16,2213.8,35420.78,27260.61,13397.79,5.4,4.85
2016,7,2016-07-01,Sudeste,RJ,Rio de Janeiro,Aplicativo,Eletrônicos,Produto A,26,1764.1,45866.69,31627.71,11629.03,11.3,3.74
2016,7,2016-07-01,Sudeste,RJ,Niterói,Site próprio,Casa,Produto B,13,1265.25,16448.2,12092.91,4561.5,11.9,2.99
2016,7,2016-07-01,Sudeste,RJ,Nova Iguaçu,Site próprio,Eletrônicos,Produto B,3,1035.84,3107.53,2187.92,1200.51,2.5,2.76
2016,7,2016-07-01,Sudeste,RJ,Petrópolis,Aplicativo,Beleza,Produto D,14,1343.04,18802.54,11782.21,4950.58,4.6,3.08
2016,7,2016-07-01,Sudeste,MG,Belo Horizonte,Site próprio,Casa,Produto D,10,1014.52,10145.21,8287.17,4369.9,8.5,3.12
2016,7,2016-07-01,Sudeste,MG,Uberlândia,Aplicativo,Eletrônicos,Produto B,25,163.96,4098.91,2466.38,1719.73,9.9,4.35
2016,7,2016-07-01,Sudeste,MG,Juiz de Fora,Site próprio,Moda,Produto B,1,1028.15,1028.15,757.88,347.43,7.3,4.19
2016,7,2016-07-01,Sudeste,ES,Vitória,Marketplace,Moda,Produto C,13,2131.85,27714.08,16517.12,11387.74,13.6,3.08
2016,7,2016-07-01,Sudeste,ES,Vila Velha,Aplicativo,Eletrônicos,Produto D,25,2187.03,54675.69,36116.1,22094.98,8.9,4.9
2016,7,2016-07-01,Sudeste,ES,Serra,Aplicativo,Livros,Produto C,4,961.34,3845.38,2295.28,1221.31,6.7,2.9
2016,7,2016-07-01,Sul,PR,Curitiba,Site próprio,Livros,Produto A,21,2105.15,44208.1,34149.44,8577.2,13.1,3.84
2016,7,2016-07-01,Sul,PR,Londrina,Marketplace,Beleza,Produto B,9,2056.41,18507.68,14941.26,7520.6,13.6,4.04
2016,7,2016-07-01,Sul,SC,Florianópolis,Aplicativo,Eletrônicos,Produto B,1,1564.58,1564.58,1189.06,626.97,2.1,4.33
2016,7,2016-07-01,Sul,SC,Joinville,Marketplace,Beleza,Produto A,10,1897.54,18975.38,10763.1,6888.02,4.2,4.88
2016,7,2016-07-01,Sul,RS,Porto Alegre,Aplicativo,Eletrônicos,Produto B,9,2334.9,21014.1,14547.91,9399.21,7.1,3.27
2016,7,2016-07-01,Sul,RS,Caxias do Sul,Aplicativo,Moda,Produto C,12,1181.12,14173.45,7973.79,4076.29,11.4,2.93
2016,8,2016-08-01,Norte,AM,Manaus,Site próprio,Beleza,Produto D,29,2004.03,58116.99,45010.16,18885.19,7.0,2.81
2016,8,2016-08-01,Norte,PA,Belém,Site próprio,Livros,Produto D,17,1131.97,19243.49,13175.33,4552.03,2.6,2.67
2016,8,2016-08-01,Norte,PA,Santarém,Aplicativo,Beleza,Produto A,27,2131.41,57548.03,46562.35,20719.81,2.2,4.73
2016,8,2016-08-01,Norte,RO,Porto Velho,Site próprio,Livros,Produto B,13,1417.47,18427.15,14344.99,5247.59,5.1,4.33
2016,8,2016-08-01,Norte,TO,Palmas,Marketplace,Casa,Produto C,13,2330.53,30296.93,24156.24,7134.15,8.8,2.8
2016,8,2016-08-01,Nordeste,BA,Salvador,Marketplace,Eletrônicos,Produto A,16,1276.87,20429.86,13751.53,7191.12,3.5,4.64
2016,8,2016-08-01,Nordeste,BA,Feira de Santana,Site próprio,Casa,Produto B,25,1004.4,25110.05,16412.47,10691.42,7.8,4.86
2016,8,2016-08-01,Nordeste,PE,Recife,Aplicativo,Casa,Produto D,7,2200.13,15400.9,10987.15,6277.85,8.4,4.24
2016,8,2016-08-01,Nordeste,PE,Jaboatão dos Guararapes,Aplicativo,Esporte,Produto D,20,1299.48,25989.55,17598.44,6063.81,7.6,4.92
2016,8,2016-08-01,Nordeste,CE,Fortaleza,Site próprio,Casa,Produto D,10,2147.2,21471.96,11822.61,4807.54,4.7,4.77
2016,8,2016-08-01,Nordeste,CE,Juazeiro do Norte,Site próprio,Esporte,Produto C,1,709.96,709.96,555.2,242.47,9.4,3.47
2016,8,2016-08-01,Nordeste,MA,São Luís,Aplicativo,Eletrônicos,Produto A,5,500.86,2504.29,1452.11,881.95,8.7,4.37
2016,8,2016-08-01,Nordeste,PB,João Pessoa,Marketplace,Eletrônicos,Produto B,19,612.96,11646.27,9113.99,2496.28,11.9,3.74
2016,8,2016-08-01,Centro-Oeste,DF,Brasília,Marketplace,Moda,Produto C,2,636.5,1273.0,837.1,444.7,14.3,4.64
2016,8,2016-08-01,Centro-Oeste,GO,Goiânia,Site próprio,Casa,Produto D,17,299.79,5096.37,3525.12,1775.54,14.7,4.03
2016,8,2016-08-01,Centro-Oeste,GO,Aparecida de Goiânia,Site próprio,Eletrônicos,Produto C,14,197.54,2765.55,2058.91,604.18,11.7,4.2
2016,8,2016-08-01,Centro-Oeste,MT,Cuiabá,Marketplace,Livros,Produto D,11,2493.01,27423.12,21020.45,5805.35,12.5,4.0
2016,8,2016-08-01,Centro-Oeste,MS,Campo Grande,Aplicativo,Casa,Produto B,14,1277.81,17889.38,12258.67,4008.53,6.9,4.72
2016,8,2016-08-01,Sudeste,SP,São Paulo,Site próprio,Livros,Produto C,21,2165.91,45484.07,34032.31,12340.59,13.4,3.91
2016,8,2016-08-01,Sudeste,SP,Campinas,Aplicativo,Eletrônicos,Produto D,7,1744.99,12214.92,8286.85,4164.58,10.7,2.82
2016,8,2016-08-01,Sudeste,SP,Ribeirão Preto,Site próprio,Livros,Produto A,5,419.16,2095.81,1377.89,790.01,14.1,4.85
2016,8,2016-08-01,Sudeste,RJ,Rio de Janeiro,Marketplace,Livros,Produto A,2,1984.38,3968.75,2394.76,931.96,10.3,4.1
2016,8,2016-08-01,Sudeste,RJ,Niterói,Marketplace,Casa,Produto C,17,1286.3,21867.09,15060.22,7834.34,13.5,4.22
2016,8,2016-08-01,Sudeste,RJ,Nova Iguaçu,Site próprio,Livros,Produto C,26,729.17,18958.5,14647.92,3979.32,5.2,4.11
2016,8,2016-08-01,Sudeste,RJ,Petrópolis,Marketplace,Eletrônicos,Produto D,27,2138.44,57737.84,35710.72,23998.0,10.5,4.0
2016,8,2016-08-01,Sudeste,MG,Belo Horizonte,Site próprio,Eletrônicos,Produto D,1,1230.52,1230.52,848.65,530.38,9.6,2.97
2016,8,2016-08-01,Sudeste,MG,Uberlândia,Aplicativo,Casa,Produto D,29,2205.12,63948.39,47484.75,14429.38,12.4,3.57
2016,8,2016-08-01,Sudeste,MG,Juiz de Fora,Site próprio,Livros,Produto D,27,989.04,26704.0,20108.57,7612.35,10.0,2.94
2016,8,2016-08-01,Sudeste,ES,Vitória,Site próprio,Moda,Produto C,20,597.39,11947.73,8255.48,5304.18,9.4,2.93
2016,8,2016-08-01,Sudeste,ES,Vila Velha,Aplicativo,Moda,Produto A,20,1452.65,29053.03,17316.56,9696.41,14.8,4.0
2016,8,2016-08-01,Sudeste,ES,Serra,Site próprio,Casa,Produto C,10,1296.38,12963.83,8731.12,3807.78,2.8,2.64
2016,8,2016-08-01,Sul,PR,Curitiba,Marketplace,Moda,Produto D,13,2351.53,30569.92,17052.55,7227.27,14.5,5.0
2016,8,2016-08-01,Sul,PR,Londrina,Marketplace,Casa,Produto D,28,437.77,12257.52,6748.97,4210.22,11.9,4.69
2016,8,2016-08-01,Sul,SC,Florianópolis,Marketplace,Casa,Produto C,17,1860.08,31621.32,22870.73,6494.85,12.7,4.69
2016,8,2016-08-01,Sul,SC,Joinville,Aplicativo,Beleza,Produto D,18,681.32,12263.68,9336.7,5497.9,5.0,3.92
2016,8,2016-08-01,Sul,RS,Porto Alegre,Site próprio,Esporte,Produto B,13,1282.3,16669.95,11945.29,6745.31,2.7,4.7
2016,8,2016-08-01,Sul,RS,Caxias do Sul,Aplicativo,Moda,Produto A,23,1237.86,28470.71,21184.49,6432.11,3.2,2.7
2016,9,2016-09-01,Norte,AM,Manaus,Marketplace,Esporte,Produto A,19,147.03,2793.64,2282.82,650.71,7.3,4.28
2016,9,2016-09-01,Norte,PA,Belém,Marketplace,Eletrônicos,Produto A,1,56.81,56.81,44.42,17.78,11.3,2.99
2016,9,2016-09-01,Norte,PA,Santarém,Marketplace,Casa,Produto C,24,2445.74,58697.7,32475.94,18878.31,14.4,2.51
2016,9,2016-09-01,Norte,RO,Porto Velho,Site próprio,Beleza,Produto D,12,1145.69,13748.24,7919.16,4078.73,5.5,4.27
2016,9,2016-09-01,Norte,TO,Palmas,Site próprio,Eletrônicos,Produto D,14,169.28,2369.88,1309.94,719.1,4.9,4.83
2016,9,2016-09-01,Nordeste,BA,Salvador,Site próprio,Esporte,Produto D,15,1483.79,22256.78,16446.16,7751.69,14.1,4.71
2016,9,2016-09-01,Nordeste,BA,Feira de Santana,Site próprio,Livros,Produto D,24,1235.69,29656.49,20753.83,5614.45,3.7,3.98
2016,9,2016-09-01,Nordeste,PE,Recife,Marketplace,Eletrônicos,Produto A,13,1921.79,24983.22,14451.97,6387.22,14.9,4.42
2016,9,2016-09-01,Nordeste,PE,Jaboatão dos Guararapes,Marketplace,Casa,Produto A,13,1789.59,23264.61,17537.11,4461.39,9.0,3.79
2016,9,2016-09-01,Nordeste,CE,Fortaleza,Marketplace,Beleza,Produto B,24,1971.71,47321.04,26485.85,20277.95,4.9,2.92
2016,9,2016-09-01,Nordeste,CE,Juazeiro do Norte,Marketplace,Esporte,Produto D,12,1336.71,16040.57,9793.81,3098.66,9.5,4.87
2016,9,2016-09-01,Nordeste,MA,São Luís,Aplicativo,Beleza,Produto A,21,1822.64,38275.45,29149.21,7336.93,11.4,4.42
2016,9,2016-09-01,Nordeste,PB,João Pessoa,Marketplace,Beleza,Produto C,3,155.11,465.32,366.19,172.83,4.4,4.48
2016,9,2016-09-01,Centro-Oeste,DF,Brasília,Site próprio,Livros,Produto B,18,1056.09,19009.59,13262.1,7711.13,4.1,4.99
2016,9,2016-09-01,Centro-Oeste,GO,Goiânia,Marketplace,Moda,Produto A,20,815.94,16318.84,12308.98,6372.66,12.4,3.46
2016,9,2016-09-01,Centro-Oeste,GO,Aparecida de Goiânia,Aplicativo,Esporte,Produto A,12,195.95,2351.36,1652.29,824.81,10.3,4.78
2016,9,2016-09-01,Centro-Oeste,MT,Cuiabá,Site próprio,Moda,Produto C,29,1019.08,29553.21,19708.0,8529.05,9.9,2.62
2016,9,2016-09-01,Centro-Oeste,MS,Campo Grande,Marketplace,Moda,Produto D,25,2014.75,50368.8,28088.07,15750.33,10.1,4.73
2016,9,2016-09-01,Sudeste,SP,São Paulo,Marketplace,Eletrônicos,Produto C,15,1124.52,16867.79,12823.51,7097.25,2.9,3.2
2016,9,2016-09-01,Sudeste,SP,Campinas,Site próprio,Livros,Produto B,17,1352.3,22989.14,14509.75,4561.35,13.3,3.38
2016,9,2016-09-01,Sudeste,SP,Ribeirão Preto,Site próprio,Moda,Produto C,19,291.7,5542.23,4014.99,1022.0,11.2,3.12
2016,9,2016-09-01,Sudeste,RJ,Rio de Janeiro,Marketplace,Moda,Produto B,23,2142.18,49270.09,36138.95,13904.31,12.3,3.7
2016,9,2016-09-01,Sudeste,RJ,Niterói,Site próprio,Beleza,Produto C,23,2309.18,53111.14,38421.29,21283.01,2.1,4.6
2016,9,2016-09-01,Sudeste,RJ,Nova Iguaçu,Marketplace,Moda,Produto B,11,645.11,7096.22,5283.33,2766.57,9.2,3.84
2016,9,2016-09-01,Sudeste,RJ,Petrópolis,Aplicativo,Esporte,Produto D,1,2446.28,2446.28,1395.89,565.83,14.0,3.74
2016,9,2016-09-01,Sudeste,MG,Belo Horizonte,Site próprio,Livros,Produto C,11,793.17,8724.84,6509.21,1591.99,12.7,4.94
2016,9,2016-09-01,Sudeste,MG,Uberlândia,Marketplace,Casa,Produto B,14,594.64,8325.02,6657.52,2068.08,4.1,3.72
2016,9,2016-09-01,Sudeste,MG,Juiz de Fora,Site próprio,Eletrônicos,Produto A,6,1880.24,11281.45,9138.49,4593.83,2.6,4.82
2016,9,2016-09-01,Sudeste,ES,Vitória,Aplicativo,Esporte,Produto A,11,184.27,2026.94,1153.29,833.4,8.2,4.2
2016,9,2016-09-01,Sudeste,ES,Vila Velha,Marketplace,Eletrônicos,Produto D,15,2068.54,31028.09,17760.33,12966.2,8.5,2.76
2016,9,2016-09-01,Sudeste,ES,Serra,Marketplace,Beleza,Produto D,13,519.85,6758.02,4394.97,1284.75,3.3,3.97
2016,9,2016-09-01,Sul,PR,Curitiba,Aplicativo,Livros,Produto D,8,643.8,5150.38,3996.51,1364.57,8.3,4.35
2016,9,2016-09-01,Sul,PR,Londrina,Marketplace,Livros,Produto B,20,933.32,18666.31,10715.42,4828.23,12.0,4.36
2016,9,2016-09-01,Sul,SC,Florianópolis,Aplicativo,Eletrônicos,Produto C,9,325.97,2933.7,2164.95,642.36,2.6,3.77
2016,9,2016-09-01,Sul,SC,Joinville,Site próprio,Casa,Produto D,9,2340.72,21066.47,12177.32,6540.78,13.0,3.64
2016,9,2016-09-01,Sul,RS,Porto Alegre,Site próprio,Beleza,Produto B,14,1821.33,25498.69,20900.89,7029.61,5.6,3.58
2016,9,2016-09-01,Sul,RS,Caxias do Sul,Marketplace,Livros,Produto B,7,458.75,3211.23,1896.2,1161.6,12.8,2.94
2016,10,2016-10-01,Norte,AM,Manaus,Marketplace,Casa,Produto A,29,2332.07,67630.03,52866.88,24552.38,3.3,4.39
2016,10,2016-10-01,Norte,PA,Belém,Marketplace,Esporte,Produto B,9,1345.57,12110.17,6670.39,5313.86,14.9,3.11
2016,10,2016-10-01,Norte,PA,Santarém,Site próprio,Eletrônicos,Produto B,20,1787.61,35752.21,23826.2,10860.48,5.1,4.19
2016,10,2016-10-01,Norte,RO,Porto Velho,Marketplace,Eletrônicos,Produto C,18,2266.6,40798.72,33204.18,14852.27,12.3,4.33
2016,10,2016-10-01,Norte,TO,Palmas,Site próprio,Esporte,Produto C,29,977.18,28338.25,17516.76,11699.54,10.1,3.6
2016,10,2016-10-01,Nordeste,BA,Salvador,Site próprio,Moda,Produto B,24,646.48,15515.53,8822.04,5081.52,14.8,4.54
2016,10,2016-10-01,Nordeste,BA,Feira de Santana,Site próprio,Eletrônicos,Produto A,26,1637.08,42564.16,25124.47,12465.31,2.1,4.78
2016,10,2016-10-01,Nordeste,PE,Recife,Marketplace,Eletrônicos,Produto C,27,1856.08,50114.05,39406.12,9136.36,10.1,4.39
2016,10,2016-10-01,Nordeste,PE,Jaboatão dos Guararapes,Site próprio,Livros,Produto C,26,1105.67,28747.54,20317.21,6579.79,13.5,2.95
2016,10,2016-10-01,Nordeste,CE,Fortaleza,Site próprio,Eletrônicos,Produto D,4,1199.03,4796.14,3152.13,2081.36,14.5,3.04
2016,10,2016-10-01,Nordeste,CE,Juazeiro do Norte,Aplicativo,Esporte,Produto D,26,2103.82,54699.3,31685.85,24264.14,5.8,4.5
2016,10,2016-10-01,Nordeste,MA,São Luís,Aplicativo,Moda,Produto A,17,105.83,1799.11,1031.92,368.77,2.3,4.97
2016,10,2016-10-01,Nordeste,PB,João Pessoa,Aplicativo,Eletrônicos,Produto A,19,298.75,5676.31,3230.63,1351.43,10.6,4.33
2016,10,2016-10-01,Centro-Oeste,DF,Brasília,Aplicativo,Casa,Produto B,14,2227.24,31181.31,18445.4,12757.59,7.6,4.7
2016,10,2016-10-01,Centro-Oeste,GO,Goiânia,Marketplace,Esporte,Produto A,22,1722.83,37902.16,27468.85,16457.14,5.8,3.36
2016,10,2016-10-01,Centro-Oeste,GO,Aparecida de Goiânia,Site próprio,Casa,Produto A,27,1421.75,38387.31,23514.9,8325.1,3.9,4.39
2016,10,2016-10-01,Centro-Oeste,MT,Cuiabá,Aplicativo,Eletrônicos,Produto D,20,890.93,17818.52,13349.85,5580.42,9.0,2.77
2016,10,2016-10-01,Centro-Oeste,MS,Campo Grande,Marketplace,Esporte,Produto B,16,1702.46,27239.34,19857.56,11011.79,13.4,3.25
2016,10,2016-10-01,Sudeste,SP,São Paulo,Site próprio,Esporte,Produto A,19,1202.51,22847.78,17207.2,5107.37,5.3,3.96
2016,10,2016-10-01,Sudeste,SP,Campinas,Site próprio,Eletrônicos,Produto D,18,1214.25,21856.54,14125.28,8358.46,6.2,3.64
2016,10,2016-10-01,Sudeste,SP,Ribeirão Preto,Marketplace,Livros,Produto A,27,114.96,3103.99,2076.12,991.21,8.5,4.33
2016,10,2016-10-01,Sudeste,RJ,Rio de Janeiro,Aplicativo,Livros,Produto A,28,1324.27,37079.52,27468.7,7819.12,13.7,3.07
2016,10,2016-10-01,Sudeste,RJ,Niterói,Site próprio,Beleza,Produto B,11,1590.02,17490.24,11811.22,6083.67,4.5,4.61
2016,10,2016-10-01,Sudeste,RJ,Nova Iguaçu,Marketplace,Beleza,Produto A,27,1014.53,27392.33,16391.56,12204.79,7.8,3.05
2016,10,2016-10-01,Sudeste,RJ,Petrópolis,Site próprio,Esporte,Produto D,28,2338.09,65466.64,52432.9,26372.66,10.8,4.25
2016,10,2016-10-01,Sudeste,MG,Belo Horizonte,Aplicativo,Moda,Produto C,15,2405.79,36086.88,27565.17,11587.46,8.7,4.44
2016,10,2016-10-01,Sudeste,MG,Uberlândia,Aplicativo,Moda,Produto B,10,54.45,544.46,339.09,143.66,3.3,4.75
2016,10,2016-10-01,Sudeste,MG,Juiz de Fora,Aplicativo,Eletrônicos,Produto C,24,534.84,12836.09,10010.94,3393.64,5.6,4.46
2016,10,2016-10-01,Sudeste,ES,Vitória,Aplicativo,Eletrônicos,Produto A,3,1028.94,3086.82,2304.03,1097.15,11.8,3.61
2016,10,2016-10-01,Sudeste,ES,Vila Velha,Aplicativo,Esporte,Produto B,11,2082.88,22911.65,12790.55,6346.14,6.4,4.76
2016,10,2016-10-01,Sudeste,ES,Serra,Site próprio,Livros,Produto D,18,416.33,7493.9,5325.58,1842.63,7.0,4.44
2016,10,2016-10-01,Sul,PR,Curitiba,Aplicativo,Beleza,Produto D,14,1287.91,18030.79,13917.8,5620.76,9.7,3.69
2016,10,2016-10-01,Sul,PR,Londrina,Marketplace,Casa,Produto B,24,105.87,2540.98,1578.5,481.69,11.1,3.83
2016,10,2016-10-01,Sul,SC,Florianópolis,Site próprio,Livros,Produto D,13,668.58,8691.55,5115.88,2964.54,4.2,4.96
2016,10,2016-10-01,Sul,SC,Joinville,Marketplace,Eletrônicos,Produto C,11,2452.33,26975.65,15663.83,6439.01,4.9,3.93
2016,10,2016-10-01,Sul,RS,Porto Alegre,Aplicativo,Beleza,Produto D,3,881.07,2643.22,1906.43,649.38,2.1,4.34
2016,10,2016-10-01,Sul,RS,Caxias do Sul,Marketplace,Esporte,Produto B,5,619.83,3099.14,1977.13,936.72,12.0,3.36
2016,11,2016-11-01,Norte,AM,Manaus,Site próprio,Livros,Produto B,12,972.85,11674.24,8282.14,3200.96,6.4,2.69
2016,11,2016-11-01,Norte,PA,Belém,Aplicativo,Beleza,Produto C,8,977.21,7817.71,4415.74,1417.6,14.8,3.12
2016,11,2016-11-01,Norte,PA,Santarém,Marketplace,Eletrônicos,Produto D,23,852.5,19607.42,15390.93,4846.03,2.8,2.72
2016,11,2016-11-01,Norte,RO,Porto Velho,Aplicativo,Eletrônicos,Produto B,25,79.63,1990.66,1234.69,413.83,11.0,2.79
2016,11,2016-11-01,Norte,TO,Palmas,Site próprio,Moda,Produto D,18,1566.71,28200.74,21576.81,9548.55,7.1,3.83
2016,11,2016-11-01,Nordeste,BA,Salvador,Marketplace,Moda,Produto D,11,1161.22,12773.45,8258.9,3840.47,8.4,3.24
2016,11,2016-11-01,Nordeste,BA,Feira de Santana,Site próprio,Esporte,Produto A,13,1918.1,24935.35,17962.56,9433.24,4.5,3.14
2016,11,2016-11-01,Nordeste,PE,Recife,Site próprio,Eletrônicos,Produto C,26,2423.05,62999.37,39417.25,26191.82,2.2,4.68
2016,11,2016-11-01,Nordeste,PE,Jaboatão dos Guararapes,Aplicativo,Eletrônicos,Produto D,19,1930.21,36673.96,26675.27,15292.21,14.6,3.2
2016,11,2016-11-01,Nordeste,CE,Fortaleza,Aplicativo,Beleza,Produto B,22,1136.04,24992.82,18524.36,10817.21,8.0,4.44
2016,11,2016-11-01,Nordeste,CE,Juazeiro do Norte,Site próprio,Esporte,Produto A,15,793.55,11903.26,8147.82,5077.05,7.6,3.08
2016,11,2016-11-01,Nordeste,MA,São Luís,Site próprio,Eletrônicos,Produto B,25,760.89,19022.24,10978.56,4239.91,12.1,4.59
2016,11,2016-11-01,Nordeste,PB,João Pessoa,Marketplace,Moda,Produto B,29,1803.3,52295.73,34445.36,11710.77,6.7,4.4
2016,11,2016-11-01,Centro-Oeste,DF,Brasília,Marketplace,Casa,Produto D,14,2412.52,33775.32,23315.75,12304.71,12.8,3.88
